 format: day,hour,forecast,value  location:51_129 Start : 20221229 
 30,0800,+35,337.000000 
 30,0800,+36,346.000000 
 30,0800,+37,350.000000 
 30,0800,+38,353.000000 
 30,0800,+39,345.000000 
 30,0800,+40,338.000000 
 30,0800,+41,330.000000 
 30,0800,+42,325.000000 
 30,0800,+43,323.000000 
 30,0800,+44,324.000000 
 30,0800,+45,326.000000 
 30,0800,+46,330.000000 
 30,0800,+47,330.000000 
 30,0800,+48,320.000000 
 30,0800,+49,317.000000 
 30,0800,+50,322.000000 
 30,0800,+51,322.000000 
 30,0800,+52,321.000000 
 30,0800,+53,323.000000 
 30,0800,+54,325.000000 
 30,0800,+55,326.000000 
 30,0800,+56,329.000000 
 30,0800,+57,328.000000 
 30,0800,+58,326.000000 
 30,0800,+59,324.000000 
 30,0800,+60,322.000000 
 30,0800,+61,320.000000 
 30,0800,+62,318.000000 
 30,0800,+63,316.000000 
 30,0800,+64,319.000000 
 30,0800,+65,325.000000 
 30,0800,+66,323.000000 
 30,0800,+67,319.000000 
 30,0800,+68,318.000000 
 30,0800,+69,314.000000 
 30,0800,+70,314.000000 
 30,0800,+71,317.000000 
 30,0800,+72,318.000000 
 30,0800,+73,315.000000 
 30,0800,+74,318.000000 
 30,0800,+75,322.000000 
 30,0800,+76,324.000000 
 30,0800,+77,329.000000 
 30,0800,+78,335.000000 
 30,0800,+79,342.000000 
 30,1100,+6,50.000000 
 30,1100,+7,70.000000 
 30,1100,+8,74.000000 
 30,1100,+9,60.000000 
 30,1100,+10,58.000000 
 30,1100,+11,90.000000 
 30,1100,+12,115.000000 
 30,1100,+13,127.000000 
 30,1100,+14,132.000000 
 30,1100,+15,171.000000 
 30,1100,+16,223.000000 
 30,1100,+17,247.000000 
 30,1100,+18,255.000000 
 30,1100,+19,252.000000 
 30,1100,+20,250.000000 
 30,1100,+21,255.000000 
 30,1100,+22,260.000000 
 30,1100,+23,261.000000 
 30,1100,+24,261.000000 
 30,1100,+25,261.000000 
 30,1100,+26,260.000000 
